Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,16-12-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Maldives,MDV,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,93.53,97.06,100.67,104.18,106.95,116.79,119.8,122.15,123.66,130.55,135.58,130.5,137.89,139.71,157.06,150.27,159.56,153.62,150.63,165.69,169.04,175.54,186.72,191.2,194.86,197.43,190.7,193.44,185.77,127.24,103.27,110.72,140.23,152.41,151.79,159.89,142.15,140.65,125.49,138.21,126.06,121.19,149.13,183.88,143.97,160.55,132.78,130.45,122.7,116.82,106.11,98.15,94.23,98.07,99.75,102.18,101.42,100.61,108.02,108.65,94.11,93.7,
Middle East & North Africa,MEA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Mexico,MEX,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,23.22,24.59,26.3,29.77,32.39,33.83,34.03,35.12,33.43,35.47,37.61,37.86,39.43,40.27,39.99,37.78,42.36,46.88,44.75,49.55,53.26,50.62,52.32,53.97,56.95,56.13,57.67,56.25,54.97,59.64,58.77,58.17,59.05,61,64.01,68.87,68.76,71.6,72.4,71.57,76.79,74.67,78.26,80.13,77.53,82.2,84.18,86.77,81.92,85.72,82.01,90.02,93.11,97.86,97.14,105,110.96,113.1,112.3,111.12,111.91,115.12,
Marshall Islands,MHL,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.83,133.33,104.17,110.42,175,147.92,137.5,97.92,77.08,19.33,17,59.33,137.33,85,97.92,120.83,101,130.67,119.33,113.33,98.33,110,116.67,83.33,90,126.67,126.67,80,90.04,90.04,90.04,90.84,
Middle income,MIC,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
North Macedonia,MKD,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.65,59.97,70.01,71.92,74.36,77.05,81.01,83.52,82.04,71.98,65.51,73.78,82.62,83.85,84.83,80.27,87.47,90.92,95.33,91.77,89.03,94.88,91.64,104.14,104.22,79.24,101.3,94.74,102.86,96.24,102.74,
Mali,MLI,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,10.53,10.92,10.93,10.37,10.73,10.58,11.43,10.65,12.13,12.18,12.1,10.86,10.96,13.26,15.65,15.69,15.04,14.99,14.67,13.24,14.47,15.33,16.36,13.75,18.52,19.38,18.6,24.04,22.96,23.28,34.6,31.1,31.55,34.81,35.38,37.03,38.34,41.34,43.69,36.19,43.82,40.28,51.11,46.53,50.98,49.99,53.18,63.44,71.06,72,83.24,85.25,90.04,89.18,96.9,113.91,115.23,125.08,128.69,126.5,126.74,133.12,
Malta,MLT,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,82.2,81.45,87.03,79.26,70.05,70.94,78.07,80.76,87.54,73.78,82,85.75,87.44,79.89,89.82,84.18,78.18,76.76,87.8,93.02,93.96,92.21,101.21,94.02,97.1,91.63,86.13,83.42,87.69,87.68,90.34,94.13,95.72,103.72,112.2,131.26,108.85,115.2,110.05,108.39,101.28,96.18,93.38,103.75,98.72,112.07,99.41,109.58,97.72,104.26,106.88,98.93,100.98,105.18,100.45,94.37,93.98,65.69,59.71,55.87,53.89,53.79,
Myanmar,MMR,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,18,20.31,21.14,21.97,21.31,18.31,20.42,21.65,21.31,21.94,22.57,21.36,23.21,23.37,24.39,24.74,25.5,27.96,28.13,33.08,35.76,37.37,38.23,38.87,39.92,39.97,38.57,36.98,36.31,36.71,36.33,41.09,44.74,48.03,49.5,50.96,49.44,50.89,58.47,63.28,66.59,68.18,72.89,77.85,86.04,95.99,100.57,107.24,109.54,110.94,103.88,100.25,103.46,99.86,100.9,99.24,97.07,100.45,98.16,96.55,98.9,94.24,
Middle East & North Africa (excluding high income),MNA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Montenegro,MNE,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.72,104.31,123.2,124.31,122.73,116.48,98.58,94.16,87.34,101.61,111.05,100.94,104.35,92.76,94.2,96.94,89.55,
Mongolia,MNG,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,19.09,44.58,44.43,50.58,45.36,37.15,44.51,31.32,19.8,39.14,49.15,27.97,62.18,44.39,66.23,53.23,57.5,52.41,51.82,43.47,51.57,81.31,114.3,92.61,126.11,127.62,108.94,119.62,130,109.91,88.7,74.26,70.47,51.38,43.25,37.02,42.31,40.4,37.13,33.67,36.27,33.53,43.67,43.82,35.91,51.01,48.62,63.45,85.92,83.61,100.84,113.94,101.76,120.19,72.32,107.49,68.58,106.52,109.78,116.38,138.19,122.9,
Northern Mariana Islands,MNP,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,41.83,43.09,43.28,45.72,44.1,45.2,47.36,51.41,51.55,53.76,55.51,57.7,59.84,57.75,52.99,51.25,49.74,48.78,48.56,50.36,50.85,48.82,45.78,44.31,43.54,45.02,44.36,44.17,45.67,50.31,44.19,37.04,43.55,43.24,52.62,60.06,65.23,69.51,71.59,65.07,70.87,62.66,82.53,85.72,78.58,90.33,91.53,84.64,103.13,113.07,120.94,120.79,109.13,102.31,95.65,102.04,115.68,135.99,144.9,139.32,151.17,157.47,
Mauritania,MRT,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,26.33,26.13,29.68,30.98,33.37,28.73,27.83,28.98,30.53,29.48,22.06,19.15,17.3,20.06,21.46,21.51,20.34,23.14,23.33,25.49,28.08,26.2,22.52,23.88,34.14,36.67,42.45,45.01,48.52,36.5,36.23,37.06,48.77,56.72,62.74,63.96,64.23,58.72,62.3,61.67,51.06,54.23,60.85,54.91,60.34,58.23,62.1,62.88,59.31,80.77,73.36,94.55,93.59,108.91,96.41,94.67,111.63,122.02,105.19,116.02,140.7,145.03,
Mauritius,MUS,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,101.86,97.43,119.93,92.05,125,103.58,123.83,110.59,123.88,108.85,113.83,133.59,132.08,127.42,93.37,134.97,127.71,133.22,133.52,99.26,115.3,140.13,116.14,114.2,125.6,133.83,135.68,122.17,120.64,124.02,146,150.09,144.89,130.07,134.54,129.09,137.49,134.85,96.23,121.94,138.13,116.37,124.22,126.6,118.34,115.43,104.87,110.04,114.71,109.31,107.85,102.77,99.93,103.38,99.95,96.67,95.77,83.33,88.44,70.56,74.1,67.76,
Malawi,MWI,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,9.48,10.18,9.84,10.43,11.13,11.27,12.91,12.16,12.4,12.05,14.51,15.36,16.17,16.07,15.94,16.97,18.71,18.97,18.85,18.44,19.1,20.19,19.07,19.92,20.35,20.43,20.15,21.31,21.29,21.48,27.9,21.92,29.27,23.87,28.45,32.34,31.49,36.22,40.02,46.46,48.74,39.11,44.78,47.37,40.38,54.45,61.84,62.75,73.64,72.95,75.16,77.3,90.3,105.77,98.75,95.49,111.86,114.83,121.09,128.17,134.07,135.51,
Malaysia,MYS,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,17.21,17.39,18.22,18.33,19.78,20.12,20.65,23.3,26.03,27.15,28.43,29,31.81,33.39,33.83,36,36.04,36.88,39.7,40.5,41.43,43.71,42.06,44.39,46.1,48.49,48.7,52.74,55.3,55.16,54.9,55.61,59.77,59,61,62.49,63.85,59.46,67.17,70.16,71.38,72.18,78.7,82.89,86.05,90.4,89.28,95.17,91.62,90.97,99.75,101.2,100.55,101.21,104.44,94.36,106.57,102.78,103.03,101.74,97.74,97.93,
North America,NAC,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,98.80439504,98.8521536,98.9112688,98.85269905,98.96503034,98.99971157,99.03981106,99.06021075,99.08219163,99.02658651,99.15983348,99.12994881,99.19374866,99.11637325,99.24139319,99.23893028,99.28575521,99.30873596,99.35891869,99.30495836,99.38831799,99.40603769,99.21660249,99.36506196,99.40730586,99.37249611,99.35637919,99.22337023,99.35786177,99.4011407,99.37730604,99.4437279,99.36220876,99.47894743,99.40127762,99.45814559,99.47906634,99.48641033,99.48869711,99.49728648,99.46873934,99.44578494,99.4804841,99.53136434,99.51617743,99.49919063,99.5339259,99.5469259,99.56268279,99.55489814,99.54420494,99.54135376,99.5898282,99.59743437,100,100,100,100,100,100,,,
Namibia,NAM,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,24.6,26.12,26.38,27.87,28.73,29.31,29.89,30.39,30.94,31.25,31.84,32.29,33.14,33.49,34.39,34.62,35.55,35.96,36.66,37.05,38.08,38.77,39.96,41.34,38.89,41.47,41.24,43.5,45.71,46.82,48.03,34.06,41.48,49.36,45.61,50.56,64.48,61.58,56.48,65.56,69.52,66.92,70.88,82.79,82.12,94.05,87.42,85.81,86.25,91.1,92.45,99.67,91.12,100.72,103.3,95.98,108.31,111.76,99.04,116.68,116.61,116.27,
New Caledonia,NCL,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,138.4,133.65,138.25,155.9,155.12,155.43,132.86,131.68,131.18,111.35,121.58,132.33,140.71,117.95,121.35,118.76,106.91,104.27,104.85,126.71,108.06,104.18,122.42,108.3,114.18,104.45,99.58,91.57,99.02,88.2,77.41,77.85,78.93,79.73,84.62,71.15,63.77,65.43,64.38,69.49,73.8,74.85,70.15,81.07,82.08,83.92,79.19,81.51,73.03,74.02,72.58,82.56,71.58,75.95,108.43,115.62,111.75,116.05,116.19,117.7,105.13,94.33,
Niger,NER,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,13.31,15.84,16.66,16.31,16.28,17.45,19.34,15.44,18.21,15.72,17.35,16.66,10.51,14.4,12,16.48,17.33,18.48,19.91,20.95,20.12,20.01,19.86,13.43,18.84,20.63,16.67,24.19,21.42,24.33,26.08,26.83,24.63,25.23,26.75,28.16,24.77,39.01,37.54,29.26,39.34,46.11,45.73,39.59,49.63,54.61,56.78,74.5,58.3,83.93,70.44,81.45,83.34,90.03,100.23,109.74,110.28,121.82,120.12,130.08,103.52,137.93,
Nigeria,NGA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,19.31,20.41,21.35,21.86,22.75,21.81,22.71,23.11,25.61,27.6,24.69,21.93,22.64,25.19,23.55,21.66,21.55,20.77,20.97,21.58,21.81,22.23,22.16,23.67,25.09,27.49,28.16,32.81,36.78,38.98,44.86,48.45,50.95,52.37,54.75,57.45,59.36,61.1,63.76,64.38,63.49,66.64,70.19,74.89,79.41,85.08,78.37,83.65,73.67,84.62,78.01,86.87,83.37,95.08,97.29,107.64,109.74,114.88,109.64,112.71,118.31,120.89,
Nicaragua,NIC,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,25.7,31.09,34.11,41.72,45.42,42.34,47.34,45.92,45.03,41.58,44.93,45.89,49.17,61.07,59.17,58.35,61.28,68.57,62.27,41.27,55.97,55.64,54.65,58.13,50.34,48.11,45.03,42.68,41.89,45.14,49.6,48.64,44.43,46.3,53.02,54.8,55.82,60.03,63.56,67.03,63.61,65.87,78.97,69.17,81.21,75.58,79.35,76.85,85.19,81.14,92.63,101.42,98.39,95.92,97.11,106.97,114.06,117.1,118.24,123.28,127.55,130.79,
Netherlands,NLD,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,48.34,49.01,47.83,55.6,46.09,50.13,59.17,58.44,57.94,62.67,63.77,60.58,63.44,64.64,58.48,58.46,63.53,68.62,67.82,66.82,68.26,72.89,64.46,73.86,73.77,77.24,78.97,76.57,81.28,84.61,81.24,92.31,91.95,86.21,88.65,93.36,88.89,75.99,96.1,95.71,87.81,90.58,87.26,97.5,91.32,87.16,92.62,95.58,99.78,97.13,103.13,96.15,97.58,102.63,99.75,97.61,107.1,93.55,104.66,103.19,103.94,100.37,
Norway,NOR,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,124.6,102.72,125.8,102.02,117.69,113.25,103.44,123.11,110.22,116.27,110.4,103.5,107.62,128.21,90.56,100.56,116.83,121.63,108.07,121.04,117.37,122.42,111.6,130.83,121.69,105.58,113.58,113.91,116.8,122.84,106.2,90.63,109.36,91.04,97.98,100.56,99.15,100.77,91.8,95.48,94.65,92.22,96.69,107.33,96.44,94.91,92.62,107.08,87.47,92.01,80.18,84.37,78.93,97.26,101.85,100.89,98.95,71.74,101.43,100.21,95.01,101.79,
Nepal,NPL,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,20.08,20.19,20.51,20.83,21.63,20.39,20.92,21.54,22.29,23.15,23.1,21.68,24.41,24.83,25.9,25.07,24.47,25.4,23.94,26.67,27.87,23.92,31.79,32.03,32.75,30.97,35.89,39.42,41.86,46.49,42.28,48.49,46.09,51.2,52.89,51.43,53.49,54.28,58.19,59.5,62.01,63.83,68.31,68.9,70.82,69.13,74.71,78.53,78.13,84.06,92.17,94.58,96.48,98,96.32,105.67,104.94,108.15,111.28,113.73,112.82,116.66,
Nauru,NRU,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,48.96,48.96,48.96,50.35,57.23,57.23,57.23,57.23,61.68,62.95,64.22,64.22,66.39,69.02,71.65,48.11,61.3,65.66,70.92,76.18,81.01,82.36,78.5,72.04,76.32,78.05,79.13,80.51,81.58,83.64,69.48,71.36,72.79,74.46,76.1,77.65,79.26,80.87,82.48,84.08,85.69,87.3,88.9,90.51,92.12,93.73,95.33,96.94,98.55,99.7,94.52,102.69,105.86,99.16,100.02,100.82,102.06,103.09,102.23,102.51,102.59,102.69,
New Zealand,NZL,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,16.93,17.83,19.27,21.59,21.24,20.7,21,25.23,27.63,25.79,26.54,29.24,30.3,26.86,27.15,30.89,31.31,32.65,32.55,33.33,34.49,36.97,38.9,45.39,49.06,51.86,54.36,52.1,49.69,58.21,56.6,60.08,61.15,71.37,73.54,73.59,72.39,70.21,71.28,77.38,72.85,74.64,72.1,79.25,78.69,76.61,82.78,87.79,89.5,89.43,91.15,90.28,92.74,101.36,96.04,102.6,93.53,103.18,106.2,108.93,104.93,108.2,
OECD members,OED,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,8.63356703,8.993787596,9.361493143,9.321237151,9.525088645,9.798674605,10.19604669,10.39797804,10.21634127,10.29331759,10.70350552,10.65192881,11.28710482,11.02230001,11.42947585,11.32244352,11.60825694,12.27334971,12.73774239,12.21050839,12.7447676,13.21556132,12.04018105,13.27438966,13.47494377,13.34546087,13.28817289,12.50399396,13.36364137,13.68342391,13.40941406,14.02933529,13.47478024,14.14891612,13.68003218,14.74850626,14.87133919,15.05132306,15.21518224,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Oman,OMN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,10.96,11.04,11.09,11.16,11.17,11.34,11.44,11.52,12.84,12.86,13.22,13.76,14.36,14.48,14.74,15.88,17.59,18.72,20.94,23.51,27.76,32.97,34.24,34.7,33.57,36.9,37.93,39.03,39.2,41.65,45.23,48.41,51.05,52.83,53.45,54.58,56.37,65.56,75.85,74.43,78.96,67.13,63.57,68.42,67.47,68.66,70.43,74.36,78.35,87.78,82.97,84.98,88.42,89.89,103.07,107.05,133.98,137.49,139.81,160.11,154.29,161.69,
Other small states,OSS,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Pakistan,PAK,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,17.81,19.4,20.68,20.71,22.25,22.69,25.39,27.99,28.68,29.81,30.75,31.18,31.63,32.52,32.05,33.1,35.96,35.14,38.79,38.9,41.87,43.89,41.78,46.34,48.28,52.18,53.87,52.14,56.38,58.13,63.74,59.42,61.4,62.83,70.35,69.5,68.68,73.63,77.44,77.66,72.14,72.14,75.29,84.67,86.38,84.32,87.93,92.97,94.14,90.1,98.69,94.65,101.08,102.34,97.1,100.56,105.46,99.66,100.32,105.14,113.42,104.13,
Panama,PAN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,61.58,62.12,64.37,66.63,69.16,68.66,73.12,96.63,101.32,94.2,98.51,95.15,97.68,100.73,104.25,103.14,111.69,114.6,115.3,106.21,106.92,108.69,107.41,107.31,107.83,97.45,116.65,113.71,117.43,114.92,97.89,102.81,101.06,106.05,101.95,102.31,91.98,89.82,97.94,93.6,92.94,95.54,100.17,95.69,95.87,103.73,108.81,104.17,90.75,94.39,94.01,92.86,96.93,99.47,98.44,102.09,104.95,109.94,118.42,126.08,129.48,130.95,
Peru,PER,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,23.28,24.63,24.58,26.05,25.9,28.46,29.2,26.87,29.48,31.97,32.26,30.59,30.61,31.54,30.85,30.27,30.79,29.69,30.39,27.91,30.83,31.95,27.67,32.56,32.92,33.92,35.9,37.91,38.77,32.46,33.48,29.54,33.77,40.13,43.52,48.07,50.86,50.43,58.01,61.57,60.45,64.14,65.46,64.91,68.34,73.75,74.3,80.84,81.13,85.24,87.64,92.78,94.97,97.97,98.85,103.18,102.64,112.31,114.67,118.61,125,130.74,
Philippines,PHL,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,26.42,28.08,29.12,29.37,29.4,30.21,30.59,30.48,32.05,34.07,35.33,34.86,35.89,38.36,44.11,48.01,49.07,50.47,51.65,53.29,54.73,57.19,52.07,53,55.21,58.99,57.4,56.85,58.76,65.27,64.39,64.4,65.72,68.19,67.13,72.19,71.34,63.4,70.42,72.38,74.85,76.85,79.44,82.15,83.66,86.14,90.94,95.37,94.51,92.49,96.89,100.4,99.79,102.04,100.38,97.58,103.23,102.8,101.81,102.93,105.11,103.98,
Palau,PLW,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,27.63,28.88,29.71,30.83,31.58,32.98,33.81,34.84,36.39,37.84,38.79,40.18,40.6,43.44,43.96,45.15,45.46,47.2,47.42,49.39,49.42,49.59,51.91,53.15,55.63,54.01,56.71,57.74,58,57.53,57.25,60.54,63.32,62.41,62.23,65.64,66.21,68.78,72.18,74.52,70.71,72.73,74.18,74.48,77.36,77.08,83.94,85.42,86.66,86.41,91.48,89.78,92.59,99.8,99.79,100.41,100.18,101.18,100.99,97.48,98.77,99.03,
Poland,POL,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,109.68,92.73,108.32,114.76,108.33,116.37,120.2,126.11,115.21,122.69,110.18,124.76,134.16,128.33,124.09,133.49,116.12,129.23,126.8,89,120.1,109.1,115.81,125.39,121.52,131.15,122.44,122.25,125.64,128.14,117.55,95.57,124.11,96.03,109.48,111.27,100.69,113.63,100.52,101.87,103.88,95.38,87.46,102.06,89.34,81.17,90.34,95.01,99.11,88.29,92.25,96.53,95.65,105.29,92.36,102.35,103.14,93.26,90.07,107.75,107.9,110.01,
Pre-demographic dividend,PRE,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,31.75124647,35.92742082,35.56912534,31.56607579,32.99260782,32.42835722,40.12663341,33.56245021,40.98452347,43.74199205,45.74597053,46.50002891,44.72541492,53.63933571,52.6851134,48.163945,53.03423809,53.24893512,44.87189457,46.13402851,52.86671945,43.99952855,48.88544321,44.64052151,54.32544375,52.81792812,47.8245679,59.57718634,42.99554345,39.11921131,53.5324559,61.56016706,50.5600922,64.40251064,63.08724605,75.19946419,73.08939809,75.59118167,70.60086985,72.52815818,85.47084144,83.39160772,98.08505477,94.06046014,101.1210098,104.8021544,102.3842072,99.08484914,105.195579,91.34926306,107.994973,100,100,100,100,100,100,100,100,100,,,
Puerto Rico,PRI,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,572.08,542.36,564.79,554.39,525.76,527.64,474.33,400.95,366.74,377.97,321.06,312.29,278.36,271.07,272.76,273.99,251.3,245.07,227.49,228.34,229.56,209.69,208.56,191.28,192.19,182.53,196.34,206.16,192.35,157.38,174.89,168.45,167.17,142.88,121.6,120.35,113.91,118.93,82.51,117.68,111.63,111.4,122.83,132.54,107.01,112.23,112.92,114.21,114.61,117.19,115.66,150.92,112.56,90.89,101.89,107.22,107.43,105.79,109.01,108.12,107.54,107.53,
"Korea, Dem. People's Rep.",PRK,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,43.5,45.58,48.42,50.2,46.98,49.86,48.26,48.22,53.8,54.26,57.66,57.68,62.51,66.23,70.55,73.69,77.55,79.42,81.9,80.03,85.99,78.87,81.97,87.69,89.83,95.35,96.69,97.53,101.22,102.05,124.27,121.8,118.21,106.42,80.28,74.07,78.42,92.35,92.56,88.44,97.44,98.13,99.76,101.47,103.68,102.55,94.02,101.56,99.82,99.84,100.45,103.43,105.57,104.06,98.36,97.58,93.93,90.72,102.42,93.99,93.76,92.58,
Portugal,PRT,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,104.81,116.03,123.46,114.04,124.81,93.22,115.57,112.77,103.35,115.72,100.42,102.63,106.65,113.72,99.32,95.09,80.34,84.12,108.95,91.33,78.36,101.26,80.59,94.51,96.43,98.51,106.68,71.77,99.73,107.73,112.3,90.42,86.89,91.26,94.23,103.33,90.92,78.72,99.82,86.03,87.69,88.94,87.58,95.95,83.08,90.75,82.07,84.42,90.42,93.19,86.53,86.39,93.63,92.88,111.68,95.44,116.61,102.05,118.31,110.11,144.08,113.88,
Paraguay,PRY,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,8.3,9.06,9.97,11.25,12.23,11.33,12,12.24,12.68,13.84,13.5,13.67,14.22,16.34,16.39,18.28,21.68,21.82,22.38,22.26,25.09,25.99,27.35,30.19,33.9,29.01,32.81,38.3,40.87,40.37,32.28,30.32,35.21,34.3,39.47,38.45,39.58,41.62,41.83,39.92,48.64,47.61,55.9,57.57,55.58,57,72.19,67.93,53.3,82.05,87.34,59.54,96.45,98.79,99.68,101.53,109.45,111.5,101.14,118.78,108.94,74.78,
West Bank and Gaza,PSE,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.44,127.26,139.29,120.58,130.85,105.32,152.03,116.76,157.98,127.49,150.41,134.29,150.41,128.41,143.32,123.86,98.5,109.87,122.25,124.85,101.93,84.78,113.29,114.9,126.82,129.95,124.13,117.31,116.75,
Pacific island small states,PSS,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Post-demographic dividend,PST,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,7.455047252,7.864531758,8.132796718,8.019699732,8.276038065,8.444277014,8.825103541,8.954540375,8.846033936,8.864793399,9.253745251,9.105556282,9.756731017,9.455939072,9.80993763,9.635075462,9.969088442,10.51067701,11.01641217,10.56528972,10.95174113,11.48696102,10.19674092,11.42920156,11.57385782,11.35098316,11.30225068,10.43519346,11.3715733,11.53385155,11.29041368,12.74549591,12.03173998,12.64719348,12.08301283,13.00564645,13.27681085,13.16908577,13.40354688,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
French Polynesia,PYF,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,130.72,149.78,143.92,140.38,125.48,125.68,115.8,111.97,146.93,136.89,129.41,118.09,96.8,89.85,133.5,121.7,102.09,94.85,101.82,125.57,110.25,123.25,86.62,74.87,102.9,100.45,101.88,90.93,91.28,101.28,89.84,87.51,89.08,88.6,94.59,91.9,92.28,73.65,81.07,90.43,87.8,97.89,97.79,97.86,107.61,106.01,107.11,103.96,95.65,99.28,101.32,101.51,100.47,101.11,97.92,100.97,101.15,102.16,101.91,102.02,102.15,102.19,
Qatar,QAT,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,5.01,6.91,8.18,9.45,10.72,11.99,13.26,14.53,15.8,16.44,17.79,17.82,0.11,0.12,0.13,0.23,14.63,21.08,25.04,22.08,29.18,31.23,26.08,27.7,27.8,29.14,30.23,31.97,34.81,36.37,50.87,55.1,54.81,57.06,66,72.35,97.83,75.92,81.27,83.26,58.68,61.18,55.26,59.7,63.12,77.12,87.23,80.74,76.93,82.6,80.57,81.38,103.02,99.22,100.26,100.52,101.36,122.73,128.78,138.06,148.93,153.35,
Romania,ROU,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,63.03,56.57,61.58,60.54,65.24,78.14,73.67,74.19,73.42,60.37,79.25,86.76,80.01,80.16,79.5,104.58,98.64,98.41,104.07,97.13,100.03,121.82,112.56,126.69,113.52,112.26,93.34,100.69,96.57,81.74,81.83,70.01,89.5,82.74,91.03,84.9,95.32,79.86,88.15,69.57,90.89,78.78,86.75,112.86,90.81,89.56,59,88.13,84.5,88,103.25,71.25,101.65,104.98,94.2,100.82,123.9,132.87,123.84,87.26,115.92,85.41,
Russian Federation,RUS,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3,80.86,67.76,66.44,67.18,74.91,52.36,56.93,63.26,70.83,72.11,66.43,71.84,74.27,75.18,76.14,89.6,85.59,61.74,92.21,77.79,90.73,96.88,99.62,103.5,110.11,103.6,111.52,112.78,111.37,133.67,
